filename,intact_pixels,coverage_pct,status
mosaic_0055.jpg,174336,0.665,APPROVE
mosaic_0056.jpg,0,0.0,REJECT
mosaic_0057.jpg,24200,0.0923,REJECT
mosaic_0058.jpg,116333,0.4438,APPROVE
mosaic_0059.jpg,124317,0.4742,APPROVE
mosaic_0060.jpg,117669,0.4489,APPROVE
mosaic_0061.jpg,0,0.0,REJECT
mosaic_0062.jpg,107084,0.4085,APPROVE
mosaic_0063.jpg,111810,0.4265,APPROVE
mosaic_0064.jpg,83293,0.3177,REJECT
mosaic_0065.jpg,204661,0.7807,APPROVE
mosaic_0066.jpg,213943,0.8161,APPROVE
mosaic_0067.jpg,76958,0.2936,REJECT
mosaic_0068.jpg,109700,0.4185,APPROVE
mosaic_0069.jpg,97121,0.3705,REJECT
mosaic_0070.jpg,114921,0.4384,APPROVE
mosaic_0071.jpg,42146,0.1608,REJECT
mosaic_0072.jpg,186123,0.71,APPROVE
mosaic_0073.jpg,129684,0.4947,APPROVE
mosaic_0074.jpg,155458,0.593,APPROVE
mosaic_0075.jpg,139608,0.5326,APPROVE
mosaic_0076.jpg,108731,0.4148,APPROVE
mosaic_0077.jpg,111056,0.4236,APPROVE
mosaic_0078.jpg,210241,0.802,APPROVE
mosaic_0079.jpg,69811,0.2663,REJECT
mosaic_0080.jpg,88064,0.3359,REJECT
mosaic_0081.jpg,85385,0.3257,REJECT
mosaic_0082.jpg,196980,0.7514,APPROVE
mosaic_0083.jpg,93400,0.3563,REJECT
mosaic_0084.jpg,135268,0.516,APPROVE
mosaic_0085.jpg,0,0.0,REJECT
mosaic_0086.jpg,198050,0.7555,APPROVE
mosaic_0087.jpg,119461,0.4557,APPROVE
mosaic_0088.jpg,90972,0.347,REJECT
mosaic_0089.jpg,119961,0.4576,APPROVE
mosaic_0090.jpg,90828,0.3465,REJECT
mosaic_0091.jpg,32761,0.125,REJECT
mosaic_0092.jpg,207975,0.7934,APPROVE
mosaic_0093.jpg,67068,0.2558,REJECT
mosaic_0094.jpg,83645,0.3191,REJECT
mosaic_0095.jpg,0,0.0,REJECT
mosaic_0096.jpg,71300,0.272,REJECT
mosaic_0097.jpg,108673,0.4146,APPROVE
mosaic_0098.jpg,72576,0.2769,REJECT
mosaic_0099.jpg,7921,0.0302,REJECT
mosaic_0100.jpg,15248,0.0582,REJECT
mosaic_0101.jpg,139184,0.5309,APPROVE
mosaic_0102.jpg,96020,0.3663,REJECT
mosaic_0103.jpg,123322,0.4704,APPROVE
mosaic_0104.jpg,7803,0.0298,REJECT
mosaic_0105.jpg,97593,0.3723,REJECT
mosaic_0106.jpg,0,0.0,REJECT
mosaic_0107.jpg,110720,0.4224,APPROVE
mosaic_0108.jpg,10952,0.0418,REJECT
mosaic_0109.jpg,10443,0.0398,REJECT
mosaic_0110.jpg,173910,0.6634,APPROVE
mosaic_0111.jpg,145119,0.5536,APPROVE
mosaic_0112.jpg,128958,0.4919,APPROVE
mosaic_0113.jpg,53851,0.2054,REJECT
mosaic_0114.jpg,144750,0.5522,APPROVE
mosaic_0115.jpg,118956,0.4538,APPROVE
mosaic_0116.jpg,132265,0.5046,APPROVE
mosaic_0117.jpg,198100,0.7557,APPROVE
mosaic_0118.jpg,57135,0.218,REJECT
mosaic_0119.jpg,118006,0.4502,APPROVE
mosaic_0120.jpg,72626,0.277,REJECT
mosaic_0121.jpg,204352,0.7795,APPROVE
mosaic_0122.jpg,141350,0.5392,APPROVE
mosaic_0123.jpg,88064,0.3359,REJECT
mosaic_0124.jpg,145386,0.5546,APPROVE
mosaic_0125.jpg,113250,0.432,APPROVE
mosaic_0126.jpg,63845,0.2435,REJECT
mosaic_0127.jpg,105300,0.4017,APPROVE
mosaic_0128.jpg,188096,0.7175,APPROVE
mosaic_0129.jpg,63845,0.2435,REJECT
mosaic_0130.jpg,128293,0.4894,APPROVE
mosaic_0131.jpg,89672,0.3421,REJECT
mosaic_0132.jpg,137833,0.5258,APPROVE
mosaic_0133.jpg,121232,0.4625,APPROVE
mosaic_0134.jpg,110900,0.423,APPROVE
mosaic_0135.jpg,68859,0.2627,REJECT
mosaic_0136.jpg,89383,0.341,REJECT
mosaic_0137.jpg,80481,0.307,REJECT
mosaic_0138.jpg,2704,0.0103,REJECT
mosaic_0139.jpg,75615,0.2884,REJECT
mosaic_0140.jpg,0,0.0,REJECT
mosaic_0141.jpg,37632,0.1436,REJECT
mosaic_0142.jpg,134861,0.5145,APPROVE
mosaic_0143.jpg,127580,0.4867,APPROVE
mosaic_0144.jpg,92292,0.3521,REJECT
mosaic_0145.jpg,166329,0.6345,APPROVE
mosaic_0146.jpg,127327,0.4857,APPROVE
mosaic_0147.jpg,118658,0.4526,APPROVE
mosaic_0148.jpg,104900,0.4002,APPROVE
mosaic_0149.jpg,130903,0.4994,APPROVE
mosaic_0150.jpg,188893,0.7206,APPROVE
mosaic_0151.jpg,97593,0.3723,REJECT
mosaic_0152.jpg,118020,0.4502,APPROVE
mosaic_0153.jpg,0,0.0,REJECT
mosaic_0154.jpg,154843,0.5907,APPROVE
mosaic_0155.jpg,119400,0.4555,APPROVE
mosaic_0156.jpg,81950,0.3126,REJECT
mosaic_0157.jpg,131080,0.5,APPROVE
mosaic_0158.jpg,159875,0.6099,APPROVE
mosaic_0159.jpg,7569,0.0289,REJECT
mosaic_0160.jpg,0,0.0,REJECT
mosaic_0161.jpg,142668,0.5442,APPROVE
mosaic_0162.jpg,132265,0.5046,APPROVE
mosaic_0163.jpg,111810,0.4265,APPROVE
mosaic_0164.jpg,78169,0.2982,REJECT
mosaic_0165.jpg,0,0.0,REJECT
mosaic_0166.jpg,129600,0.4944,APPROVE
mosaic_0167.jpg,151181,0.5767,APPROVE
mosaic_0168.jpg,12100,0.0462,REJECT
mosaic_0169.jpg,63257,0.2413,REJECT
mosaic_0170.jpg,179322,0.6841,APPROVE
mosaic_0171.jpg,0,0.0,REJECT
mosaic_0172.jpg,141633,0.5403,APPROVE
mosaic_0173.jpg,107084,0.4085,APPROVE
mosaic_0174.jpg,191422,0.7302,APPROVE
mosaic_0175.jpg,186461,0.7113,APPROVE
mosaic_0176.jpg,162261,0.619,APPROVE
mosaic_0177.jpg,118936,0.4537,APPROVE
mosaic_0178.jpg,0,0.0,REJECT
mosaic_0179.jpg,0,0.0,REJECT
mosaic_0180.jpg,119269,0.455,APPROVE
mosaic_0181.jpg,30276,0.1155,REJECT
mosaic_0182.jpg,49284,0.188,REJECT
mosaic_0183.jpg,125260,0.4778,APPROVE
mosaic_0184.jpg,50176,0.1914,REJECT
mosaic_0185.jpg,167670,0.6396,APPROVE
mosaic_0186.jpg,168946,0.6445,APPROVE
mosaic_0187.jpg,191808,0.7317,APPROVE
mosaic_0188.jpg,119504,0.4559,APPROVE
mosaic_0189.jpg,0,0.0,REJECT
mosaic_0190.jpg,9522,0.0363,REJECT
mosaic_0191.jpg,123159,0.4698,APPROVE
mosaic_0192.jpg,167509,0.639,APPROVE
mosaic_0193.jpg,113400,0.4326,APPROVE
mosaic_0194.jpg,0,0.0,REJECT
mosaic_0195.jpg,42100,0.1606,REJECT
mosaic_0196.jpg,110116,0.4201,APPROVE
mosaic_0197.jpg,109396,0.4173,APPROVE
mosaic_0198.jpg,129344,0.4934,APPROVE
mosaic_0199.jpg,111232,0.4243,APPROVE
mosaic_0200.jpg,90866,0.3466,REJECT
mosaic_0201.jpg,173332,0.6612,APPROVE
mosaic_0202.jpg,9522,0.0363,REJECT
mosaic_0203.jpg,169269,0.6457,APPROVE
mosaic_0204.jpg,101761,0.3882,REJECT
mosaic_0205.jpg,86247,0.329,REJECT
mosaic_0206.jpg,0,0.0,REJECT
mosaic_0207.jpg,116048,0.4427,APPROVE
mosaic_0208.jpg,128432,0.4899,APPROVE
mosaic_0209.jpg,164936,0.6292,APPROVE
mosaic_0210.jpg,110784,0.4226,APPROVE
mosaic_0211.jpg,172351,0.6575,APPROVE
mosaic_0212.jpg,95900,0.3658,REJECT
mosaic_0213.jpg,99543,0.3797,REJECT
mosaic_0214.jpg,156441,0.5968,APPROVE
mosaic_0215.jpg,98907,0.3773,REJECT
mosaic_0216.jpg,126143,0.4812,APPROVE
mosaic_0217.jpg,116226,0.4434,APPROVE
mosaic_0218.jpg,111810,0.4265,APPROVE
mosaic_0219.jpg,209367,0.7987,APPROVE
mosaic_0220.jpg,197245,0.7524,APPROVE
mosaic_0221.jpg,95808,0.3655,REJECT
mosaic_0222.jpg,65000,0.248,REJECT
mosaic_0223.jpg,132544,0.5056,APPROVE
mosaic_0224.jpg,117669,0.4489,APPROVE
mosaic_0225.jpg,199360,0.7605,APPROVE
mosaic_0226.jpg,63368,0.2417,REJECT
mosaic_0227.jpg,120060,0.458,APPROVE
mosaic_0228.jpg,108329,0.4132,APPROVE
mosaic_0229.jpg,92600,0.3532,REJECT
mosaic_0230.jpg,88194,0.3364,REJECT
mosaic_0231.jpg,93711,0.3575,REJECT
mosaic_0232.jpg,205290,0.7831,APPROVE
mosaic_0233.jpg,76400,0.2914,REJECT
mosaic_0234.jpg,137408,0.5242,APPROVE
mosaic_0235.jpg,95808,0.3655,REJECT
mosaic_0236.jpg,146422,0.5586,APPROVE
mosaic_0237.jpg,71289,0.2719,REJECT
mosaic_0238.jpg,157824,0.6021,APPROVE
mosaic_0239.jpg,84896,0.3239,REJECT
mosaic_0240.jpg,112336,0.4285,APPROVE
mosaic_0241.jpg,167222,0.6379,APPROVE
mosaic_0242.jpg,108688,0.4146,APPROVE
mosaic_0243.jpg,131148,0.5003,APPROVE
mosaic_0244.jpg,98069,0.3741,REJECT
mosaic_0245.jpg,101168,0.3859,REJECT
mosaic_0246.jpg,157015,0.599,APPROVE
mosaic_0247.jpg,40975,0.1563,REJECT
mosaic_0248.jpg,12100,0.0462,REJECT
mosaic_0249.jpg,101578,0.3875,REJECT
mosaic_0250.jpg,83645,0.3191,REJECT
mosaic_0251.jpg,207100,0.79,APPROVE
mosaic_0252.jpg,95952,0.366,REJECT
mosaic_0253.jpg,156384,0.5966,APPROVE
mosaic_0254.jpg,101647,0.3878,REJECT
mosaic_0255.jpg,14792,0.0564,REJECT
mosaic_0256.jpg,129664,0.4946,APPROVE
mosaic_0257.jpg,200197,0.7637,APPROVE
mosaic_0258.jpg,205290,0.7831,APPROVE
mosaic_0259.jpg,25992,0.0992,REJECT
mosaic_0260.jpg,87318,0.3331,REJECT
mosaic_0261.jpg,77100,0.2941,REJECT
mosaic_0262.jpg,153990,0.5874,APPROVE
mosaic_0263.jpg,175616,0.6699,APPROVE
mosaic_0264.jpg,168327,0.6421,APPROVE
mosaic_0265.jpg,142578,0.5439,APPROVE
mosaic_0266.jpg,146655,0.5594,APPROVE
mosaic_0267.jpg,172992,0.6599,APPROVE
mosaic_0268.jpg,118000,0.4501,APPROVE
mosaic_0269.jpg,125150,0.4774,APPROVE
mosaic_0270.jpg,191808,0.7317,APPROVE
mosaic_0271.jpg,6728,0.0257,REJECT
mosaic_0272.jpg,0,0.0,REJECT
mosaic_0273.jpg,80736,0.308,REJECT
mosaic_0274.jpg,137408,0.5242,APPROVE
mosaic_0275.jpg,133260,0.5083,APPROVE
mosaic_0276.jpg,148105,0.565,APPROVE
mosaic_0277.jpg,136113,0.5192,APPROVE
mosaic_0278.jpg,155000,0.5913,APPROVE
mosaic_0279.jpg,128908,0.4917,APPROVE
mosaic_0280.jpg,96012,0.3663,REJECT
mosaic_0281.jpg,76300,0.2911,REJECT
mosaic_0282.jpg,102152,0.3897,REJECT
mosaic_0283.jpg,95832,0.3656,REJECT
mosaic_0284.jpg,93780,0.3577,REJECT
mosaic_0285.jpg,119961,0.4576,APPROVE
mosaic_0286.jpg,136829,0.522,APPROVE
mosaic_0287.jpg,131675,0.5023,APPROVE
mosaic_0288.jpg,180043,0.6868,APPROVE
mosaic_0289.jpg,92864,0.3542,REJECT
mosaic_0290.jpg,6962,0.0266,REJECT
mosaic_0291.jpg,98352,0.3752,REJECT
mosaic_0292.jpg,161823,0.6173,APPROVE
mosaic_0293.jpg,107125,0.4086,APPROVE
mosaic_0294.jpg,165375,0.6309,APPROVE
mosaic_0295.jpg,150237,0.5731,APPROVE
mosaic_0296.jpg,146891,0.5603,APPROVE
mosaic_0297.jpg,159654,0.609,APPROVE
mosaic_0298.jpg,136480,0.5206,APPROVE
mosaic_0299.jpg,194940,0.7436,APPROVE
mosaic_0300.jpg,116694,0.4452,APPROVE
mosaic_0301.jpg,113539,0.4331,APPROVE
mosaic_0302.jpg,134116,0.5116,APPROVE
mosaic_0303.jpg,101534,0.3873,REJECT
mosaic_0304.jpg,0,0.0,REJECT
mosaic_0305.jpg,108972,0.4157,APPROVE
mosaic_0306.jpg,141632,0.5403,APPROVE
mosaic_0307.jpg,88064,0.3359,REJECT
mosaic_0308.jpg,88436,0.3374,REJECT
mosaic_0309.jpg,45495,0.1735,REJECT
mosaic_0310.jpg,102152,0.3897,REJECT
mosaic_0311.jpg,99688,0.3803,REJECT
mosaic_0312.jpg,106266,0.4054,APPROVE
mosaic_0313.jpg,91003,0.3471,REJECT
mosaic_0314.jpg,79354,0.3027,REJECT
mosaic_0315.jpg,3364,0.0128,REJECT
mosaic_0316.jpg,209367,0.7987,APPROVE
mosaic_0317.jpg,33200,0.1266,REJECT
mosaic_0318.jpg,113435,0.4327,APPROVE
mosaic_0319.jpg,198561,0.7575,APPROVE
mosaic_0320.jpg,166336,0.6345,APPROVE
mosaic_0321.jpg,131818,0.5028,APPROVE
mosaic_0322.jpg,67152,0.2562,REJECT
mosaic_0323.jpg,97254,0.371,REJECT
mosaic_0324.jpg,113435,0.4327,APPROVE
mosaic_0325.jpg,126784,0.4836,APPROVE
mosaic_0326.jpg,38656,0.1475,REJECT
mosaic_0327.jpg,127857,0.4877,APPROVE
mosaic_0328.jpg,144153,0.5499,APPROVE
mosaic_0329.jpg,134060,0.5114,APPROVE
mosaic_0330.jpg,71059,0.2711,REJECT
mosaic_0331.jpg,153692,0.5863,APPROVE
mosaic_0332.jpg,140791,0.5371,APPROVE
mosaic_0333.jpg,126686,0.4833,APPROVE
mosaic_0334.jpg,116048,0.4427,APPROVE
mosaic_0335.jpg,101795,0.3883,REJECT
mosaic_0336.jpg,157550,0.601,APPROVE
mosaic_0337.jpg,76614,0.2923,REJECT
mosaic_0338.jpg,29398,0.1121,REJECT
mosaic_0339.jpg,76235,0.2908,REJECT
mosaic_0340.jpg,111944,0.427,APPROVE
mosaic_0341.jpg,70716,0.2698,REJECT
mosaic_0342.jpg,25538,0.0974,REJECT
mosaic_0343.jpg,164824,0.6288,APPROVE
mosaic_0344.jpg,98296,0.375,REJECT
mosaic_0345.jpg,0,0.0,REJECT
mosaic_0346.jpg,12100,0.0462,REJECT
mosaic_0347.jpg,141097,0.5382,APPROVE
mosaic_0348.jpg,127530,0.4865,APPROVE
mosaic_0349.jpg,57619,0.2198,REJECT
mosaic_0350.jpg,82718,0.3155,REJECT
mosaic_0351.jpg,197031,0.7516,APPROVE
mosaic_0352.jpg,106615,0.4067,APPROVE
mosaic_0353.jpg,141350,0.5392,APPROVE
mosaic_0354.jpg,77440,0.2954,REJECT
mosaic_0355.jpg,185856,0.709,APPROVE
mosaic_0356.jpg,55447,0.2115,REJECT
mosaic_0357.jpg,15353,0.0586,REJECT
mosaic_0358.jpg,147600,0.563,APPROVE
mosaic_0359.jpg,100346,0.3828,REJECT
mosaic_0360.jpg,131578,0.5019,APPROVE
mosaic_0361.jpg,105024,0.4006,APPROVE
mosaic_0362.jpg,126892,0.4841,APPROVE
mosaic_0363.jpg,135200,0.5157,APPROVE
mosaic_0364.jpg,106094,0.4047,APPROVE
mosaic_0365.jpg,158152,0.6033,APPROVE
mosaic_0366.jpg,54675,0.2086,REJECT
mosaic_0367.jpg,113702,0.4337,APPROVE
mosaic_0368.jpg,161792,0.6172,APPROVE
mosaic_0369.jpg,200566,0.7651,APPROVE
mosaic_0370.jpg,7744,0.0295,REJECT
mosaic_0371.jpg,117669,0.4489,APPROVE
mosaic_0372.jpg,79767,0.3043,REJECT
mosaic_0373.jpg,114035,0.435,APPROVE
mosaic_0374.jpg,94869,0.3619,REJECT
mosaic_0375.jpg,163844,0.625,APPROVE
mosaic_0376.jpg,133703,0.51,APPROVE
mosaic_0377.jpg,137718,0.5254,APPROVE
mosaic_0378.jpg,180432,0.6883,APPROVE
mosaic_0379.jpg,183717,0.7008,APPROVE
mosaic_0380.jpg,90145,0.3439,REJECT
mosaic_0381.jpg,123174,0.4699,APPROVE
mosaic_0382.jpg,69381,0.2647,REJECT
mosaic_0383.jpg,104256,0.3977,REJECT
mosaic_0384.jpg,69278,0.2643,REJECT
mosaic_0385.jpg,201213,0.7676,APPROVE
mosaic_0386.jpg,182920,0.6978,APPROVE
mosaic_0387.jpg,5041,0.0192,REJECT
mosaic_0388.jpg,102871,0.3924,REJECT
mosaic_0389.jpg,206150,0.7864,APPROVE
mosaic_0390.jpg,191980,0.7323,APPROVE
mosaic_0391.jpg,129200,0.4929,APPROVE
mosaic_0392.jpg,181514,0.6924,APPROVE
mosaic_0393.jpg,111968,0.4271,APPROVE
mosaic_0394.jpg,53133,0.2027,REJECT
mosaic_0395.jpg,119961,0.4576,APPROVE
mosaic_0396.jpg,81382,0.3104,REJECT
mosaic_0397.jpg,77100,0.2941,REJECT
mosaic_0398.jpg,65898,0.2514,REJECT
mosaic_0399.jpg,177503,0.6771,APPROVE
mosaic_0400.jpg,133200,0.5081,APPROVE
mosaic_0401.jpg,122379,0.4668,APPROVE
mosaic_0402.jpg,181709,0.6932,APPROVE
mosaic_0403.jpg,158257,0.6037,APPROVE
mosaic_0404.jpg,120192,0.4585,APPROVE
mosaic_0405.jpg,143988,0.5493,APPROVE
mosaic_0406.jpg,0,0.0,REJECT
mosaic_0407.jpg,20184,0.077,REJECT
mosaic_0408.jpg,89383,0.341,REJECT
mosaic_0409.jpg,154488,0.5893,APPROVE
mosaic_0410.jpg,209800,0.8003,APPROVE
mosaic_0411.jpg,75110,0.2865,REJECT
mosaic_0412.jpg,21196,0.0809,REJECT
mosaic_0413.jpg,146891,0.5603,APPROVE
mosaic_0414.jpg,127287,0.4856,APPROVE
mosaic_0415.jpg,84200,0.3212,REJECT
mosaic_0416.jpg,103800,0.396,REJECT
mosaic_0417.jpg,88464,0.3375,REJECT
mosaic_0418.jpg,109452,0.4175,APPROVE
mosaic_0419.jpg,93711,0.3575,REJECT
mosaic_0420.jpg,121400,0.4631,APPROVE
mosaic_0421.jpg,141381,0.5393,APPROVE
mosaic_0422.jpg,92352,0.3523,REJECT
mosaic_0423.jpg,143207,0.5463,APPROVE
mosaic_0424.jpg,182869,0.6976,APPROVE
mosaic_0425.jpg,77633,0.2961,REJECT
mosaic_0426.jpg,169479,0.6465,APPROVE
mosaic_0427.jpg,5476,0.0209,REJECT
mosaic_0428.jpg,199550,0.7612,APPROVE
mosaic_0429.jpg,90593,0.3456,REJECT
mosaic_0430.jpg,116901,0.4459,APPROVE
mosaic_0431.jpg,43840,0.1672,REJECT
mosaic_0432.jpg,72600,0.2769,REJECT
mosaic_0433.jpg,191422,0.7302,APPROVE
mosaic_0434.jpg,57500,0.2193,REJECT
mosaic_0435.jpg,126892,0.4841,APPROVE
mosaic_0436.jpg,65736,0.2508,REJECT
mosaic_0437.jpg,184024,0.702,APPROVE
mosaic_0438.jpg,123482,0.471,APPROVE
mosaic_0439.jpg,12544,0.0479,REJECT
mosaic_0440.jpg,132265,0.5046,APPROVE
mosaic_0441.jpg,85312,0.3254,REJECT
mosaic_0442.jpg,83336,0.3179,REJECT
mosaic_0443.jpg,96828,0.3694,REJECT
mosaic_0444.jpg,189806,0.7241,APPROVE
mosaic_0445.jpg,137444,0.5243,APPROVE
mosaic_0446.jpg,85803,0.3273,REJECT
mosaic_0447.jpg,0,0.0,REJECT
mosaic_0448.jpg,120744,0.4606,APPROVE
mosaic_0449.jpg,134253,0.5121,APPROVE
mosaic_0450.jpg,130136,0.4964,APPROVE
mosaic_0451.jpg,93800,0.3578,REJECT
mosaic_0452.jpg,43977,0.1678,REJECT
mosaic_0453.jpg,136340,0.5201,APPROVE
mosaic_0454.jpg,149700,0.5711,APPROVE
mosaic_0455.jpg,180728,0.6894,APPROVE
mosaic_0456.jpg,65118,0.2484,REJECT
mosaic_0457.jpg,86774,0.331,REJECT
mosaic_0458.jpg,22801,0.087,REJECT
mosaic_0459.jpg,197208,0.7523,APPROVE
mosaic_0460.jpg,66942,0.2554,REJECT
mosaic_0461.jpg,148024,0.5647,APPROVE
mosaic_0462.jpg,114176,0.4355,APPROVE
mosaic_0463.jpg,121217,0.4624,APPROVE
mosaic_0464.jpg,108559,0.4141,APPROVE
mosaic_0465.jpg,71758,0.2737,REJECT
mosaic_0466.jpg,195106,0.7443,APPROVE
mosaic_0467.jpg,145706,0.5558,APPROVE
mosaic_0468.jpg,131818,0.5028,APPROVE
mosaic_0469.jpg,101647,0.3878,REJECT
mosaic_0470.jpg,149700,0.5711,APPROVE
mosaic_0471.jpg,125500,0.4787,APPROVE
mosaic_0472.jpg,12769,0.0487,REJECT
mosaic_0473.jpg,120578,0.46,APPROVE
mosaic_0474.jpg,0,0.0,REJECT
mosaic_0475.jpg,164961,0.6293,APPROVE
mosaic_0476.jpg,206150,0.7864,APPROVE
mosaic_0477.jpg,110065,0.4199,APPROVE
mosaic_0478.jpg,151035,0.5762,APPROVE
mosaic_0479.jpg,184486,0.7038,APPROVE
mosaic_0480.jpg,92810,0.354,REJECT
mosaic_0481.jpg,114921,0.4384,APPROVE
mosaic_0482.jpg,134100,0.5116,APPROVE
mosaic_0483.jpg,0,0.0,REJECT
mosaic_0484.jpg,100108,0.3819,REJECT
mosaic_0485.jpg,119331,0.4552,APPROVE
mosaic_0486.jpg,116748,0.4454,APPROVE
mosaic_0487.jpg,103827,0.3961,REJECT
mosaic_0488.jpg,3969,0.0151,REJECT
mosaic_0489.jpg,186554,0.7116,APPROVE
mosaic_0490.jpg,34810,0.1328,REJECT
mosaic_0491.jpg,169904,0.6481,APPROVE
mosaic_0492.jpg,5202,0.0198,REJECT
mosaic_0493.jpg,188000,0.7172,APPROVE
mosaic_0494.jpg,101053,0.3855,REJECT
mosaic_0495.jpg,112994,0.431,APPROVE
mosaic_0496.jpg,118020,0.4502,APPROVE
mosaic_0497.jpg,129104,0.4925,APPROVE
mosaic_0498.jpg,207052,0.7898,APPROVE
mosaic_0499.jpg,100260,0.3825,REJECT
mosaic_0500.jpg,119511,0.4559,APPROVE
mosaic_0501.jpg,8100,0.0309,REJECT
mosaic_0502.jpg,108416,0.4136,APPROVE
mosaic_0503.jpg,188892,0.7206,APPROVE
mosaic_0504.jpg,171388,0.6538,APPROVE
mosaic_0505.jpg,119461,0.4557,APPROVE
mosaic_0506.jpg,51984,0.1983,REJECT
mosaic_0507.jpg,121301,0.4627,APPROVE
mosaic_0508.jpg,144833,0.5525,APPROVE
mosaic_0509.jpg,148800,0.5676,APPROVE
mosaic_0510.jpg,204304,0.7794,APPROVE
mosaic_0511.jpg,14282,0.0545,REJECT
mosaic_0512.jpg,24642,0.094,REJECT
mosaic_0513.jpg,0,0.0,REJECT
mosaic_0514.jpg,136268,0.5198,APPROVE
mosaic_0515.jpg,121217,0.4624,APPROVE
mosaic_0516.jpg,109702,0.4185,APPROVE
mosaic_0517.jpg,0,0.0,REJECT
mosaic_0518.jpg,138951,0.5301,APPROVE
mosaic_0519.jpg,110789,0.4226,APPROVE
mosaic_0520.jpg,106960,0.408,APPROVE
mosaic_0521.jpg,73926,0.282,REJECT
mosaic_0522.jpg,174336,0.665,APPROVE
mosaic_0523.jpg,103547,0.395,REJECT
mosaic_0524.jpg,92596,0.3532,REJECT
mosaic_0525.jpg,165650,0.6319,APPROVE
mosaic_0526.jpg,136595,0.5211,APPROVE
mosaic_0527.jpg,119892,0.4574,APPROVE
mosaic_0528.jpg,0,0.0,REJECT
mosaic_0529.jpg,0,0.0,REJECT
mosaic_0530.jpg,12321,0.047,REJECT
mosaic_0531.jpg,207052,0.7898,APPROVE
mosaic_0532.jpg,166485,0.6351,APPROVE
mosaic_0533.jpg,0,0.0,REJECT
mosaic_0534.jpg,82825,0.316,REJECT
mosaic_0535.jpg,51900,0.198,REJECT
mosaic_0536.jpg,3600,0.0137,REJECT
mosaic_0537.jpg,123968,0.4729,APPROVE
mosaic_0538.jpg,167222,0.6379,APPROVE
mosaic_0539.jpg,94508,0.3605,REJECT
mosaic_0540.jpg,133936,0.5109,APPROVE
mosaic_0541.jpg,46208,0.1763,REJECT
mosaic_0542.jpg,79333,0.3026,REJECT
mosaic_0543.jpg,90145,0.3439,REJECT
mosaic_0544.jpg,189150,0.7215,APPROVE
mosaic_0545.jpg,120417,0.4594,APPROVE
mosaic_0546.jpg,103080,0.3932,REJECT
mosaic_0547.jpg,94779,0.3616,REJECT
mosaic_0548.jpg,98000,0.3738,REJECT
mosaic_0549.jpg,141350,0.5392,APPROVE
mosaic_0550.jpg,33965,0.1296,REJECT
mosaic_0551.jpg,182720,0.697,APPROVE
